"Scryfall ID","Name","Set Code","Set Name","Collector Number","Rarity","Foil Type","Quantity","Binder Name","Condition","Purchase Price"
"c0c358b4-5af2-438f-8bd5-beb0ee6b518b","Avabruck Caretaker // Hollowhenge Huntmaster","vow","Innistrad: Crimson Vow","187","mythic","normal","1","Draft Pickups","near_mint","3.45"
"90744c2c-6dd7-4623-8cbf-b138b83ee88f","Academy Manufactor","mh2","Modern Horizons 2","219","rare","normal","1","Modern Staples","lightly_played","7.57"
"662d3bcc-65f3-4c69-8ea1-446870a1193d","Clifftop Lookout","blb","Bloomburrow","168","uncommon","normal","1","Draft Pickups","lightly_played","0.32"
"1220fdd1-e4b0-4175-9b8a-178f6a84b8e6","Barbed Foliage","mir","Mirage","207","uncommon","normal","2","Alpha Collection","lightly_played","0.26"
"004eefa4-947b-45fc-b45c-5263bfd763bc","Ancient Spring","inv","Invasion","319","common","normal","1","Alpha Collection","lightly_played","0.19"
"30e401e3-282b-4524-87e1-c6cd50cd6d00","Ancient Tomb","tmp","Tempest","315","uncommon","normal","1","Alpha Collection","lightly_played","115.42"
"db1fd431-8f6d-4ca5-bc0c-53881c500da1","Arms of Hadar","clb","Commander Legends: Battle for Baldur's Gate","113","common","foil","1","Modern Staples","moderately_played","0.30"
"ce5dd2c1-b6e0-4914-b5c9-7dd451c29e22","Chthonian Nightmare","mh3","Modern Horizons 3","83","rare","normal","4","Modern Staples","moderately_played","0.33"
"2c1392c5-91a5-4e6e-803d-ed032e4d594b","A Killer Among Us","mkm","Murders at Karlov Manor","167","uncommon","normal","2","Draft Pickups","near_mint","0.09"
"0ba1daee-a5ac-4d9e-b681-3e3c7a3eb095","Brass Man","3ed","Revised Edition","238","uncommon","normal","2","Alpha Collection","lightly_played","0.24"
"df5c4d9c-6c27-4d29-a6b8-df8905f810a6","A-Prosperous Thief","neo","Kamigawa: Neon Dynasty","A-73","uncommon","normal","1","Draft Pickups","near_mint",""
"eaa55b3c-acf4-4d2a-9f32-c7fce6672f3d","Black Knight","3ed","Revised Edition","95","uncommon","normal","1","Alpha Collection","near_mint","1.17"
"bd13011e-a4fc-4107-988f-60cfc851ecd3","Brimstone Roundup","otj","Outlaws of Thunder Junction","115","uncommon","foil","1","Draft Pickups","lightly_played","0.17"
"f41fc718-641b-4f32-a8c1-3e5591a05bf8","Byway Barterer","blb","Bloomburrow","129","rare","normal","1","Draft Pickups","near_mint","0.18"
"56355ff3-2232-4a11-b868-aec9a50b9ee5","Bayou","3ed","Revised Edition","283","rare","normal","1","Alpha Collection","lightly_played","487.22"
"7ce1c2a8-688b-4f63-8d58-e325efc6052a","Captured by Lagacs","mh2","Modern Horizons 2","188","common","normal","1","Modern Staples","near_mint","0.14"
"142c5b67-5de9-41da-b57f-7ce771457a3e","Ascendant Packleader","vow","Innistrad: Crimson Vow","186","rare","normal","2","Draft Pickups","near_mint","0.28"
"dfe9b1b8-dffe-427d-be1e-2c6b8395bd54","Aeve, Progenitor Ooze","mh2","Modern Horizons 2","148","rare","foil","1","Modern Staples","lightly_played","0.28"
"96d5de3e-0440-4dd1-899c-ab40c0752343","Coiling Rebirth","blb","Bloomburrow","86","rare","normal","1","Draft Pickups","lightly_played","0.15"
"1cf37c1a-096b-4306-97cf-bc4d4c47d4a1","Conductive Machete","dsk","Duskmourn: House of Horror","244","uncommon","normal","1","Draft Pickups","near_mint","0.04"
"158c000e-7960-4518-b034-a529622b7bf1","Hostile Investigator","big","The Big Score","10","mythic","normal","3","Modern Staples","near_mint","0.43"
"36f7dc8e-e02a-4ceb-8767-2875f86e6811","Aspect of Wolf","leb","Limited Edition Beta","185","rare","normal","3","Alpha Collection","moderately_played","110.91"
"45fa226c-cc31-4c22-a167-40985706557b","Bronze Cudgels","neo","Kamigawa: Neon Dynasty","240","uncommon","normal","4","Draft Pickups","lightly_played","0.17"
"539ac5e1-4bad-4f70-abac-e70c406bebec","Agonizing Demise","inv","Invasion","92","common","normal","1","Alpha Collection","lightly_played","0.14"
"ced18935-4ce9-466e-a88d-2b14ff8f989f","Ancient Silver Dragon","clb","Commander Legends: Battle for Baldur's Gate","56","mythic","normal","2","Modern Staples","moderately_played","49.63"
"5e56a516-d71a-49c4-a929-9a8973125d3c","Ambitious Dragonborn","clb","Commander Legends: Battle for Baldur's Gate","213","common","normal","3","Modern Staples","near_mint","0.22"
"c96ac326-de44-470b-a592-a4c2a052c091","Fell","blb","Bloomburrow","95","uncommon","normal","1","Draft Pickups","near_mint","0.40"
"df7fea2e-7414-4bc8-adb0-9342e174c009","Brightblade Stoat","blb","Bloomburrow","4","uncommon","normal","1","Draft Pickups","near_mint","0.21"
"8d3ef971-cdd4-410c-97c3-df98e4f02ab2","Badlands Revival","otj","Outlaws of Thunder Junction","194","uncommon","normal","3","Draft Pickups","moderately_played","0.19"
"55fe6449-1f23-43dc-adee-d144cd505b5c","Birds of Paradise","lea","Limited Edition Alpha","186","rare","normal","2","Alpha Collection","lightly_played",""
"aeb63464-d06b-4626-a57a-1e393ef04a58","Assassin's Trophy","2x2","Double Masters 2022","175","rare","normal","2","Modern Staples","lightly_played","2.38"
"e9a268ba-c442-4fe4-90b4-2810c8474f4e","Caustic Bronco","otj","Outlaws of Thunder Junction","82","rare","normal","4","Draft Pickups","near_mint","0.33"
"68a6ede0-6d57-4e29-9e3b-3569ab7f0bcd","Braided Net // Braided Quipu","lci","The Lost Caverns of Ixalan","47","rare","normal","2","Draft Pickups","near_mint","0.32"
"4644694d-52e6-4d00-8cad-748899eeea84","Afterlife","mir","Mirage","1","uncommon","normal","3","Alpha Collection","near_mint","0.21"
"792610fd-736d-43b0-8899-dbb5accddca0","Blossoming Calm","mh2","Modern Horizons 2","7","uncommon","normal","1","Modern Staples","moderately_played","0.26"
"11e8d2fd-b132-4807-9410-8edeffa519ed","Aether Vial","2x2","Double Masters 2022","298","rare","normal","2","Modern Staples","lightly_played","3.76"
"39b11ff0-9946-4337-86fb-42e967f3d2e4","Cruel Somnophage // Can't Wake Up","woe","Wilds of Eldraine","222","rare","normal","1","Draft Pickups","lightly_played","0.80"
"1eb4402a-f263-4f82-b4c0-cf0aa58dc946","Armistice","mmq","Mercadian Masques","3","rare","normal","1","Alpha Collection","near_mint","0.36"
"670fbc63-4c9b-4e57-b53e-4ca4d7a224ba","Astral Dragon","clb","Commander Legends: Battle for Baldur's Gate","664","rare","normal","3","Modern Staples","near_mint","17.40"
"3c7b3b25-d4b3-4451-9f5c-6eb369541175","Crumb and Get It","blb","Bloomburrow","8","common","normal","1","Draft Pickups","near_mint","0.20"
"23690b14-8e3e-4aff-bf5e-dd002dcc0bed","A-Guide of Souls","mh3","Modern Horizons 3","A-29","rare","normal","2","Modern Staples","near_mint",""
"e2312c49-1627-47ad-8113-78a999a97d8d","Contaminated Landscape","mh3","Modern Horizons 3","218","common","normal","2","Modern Staples","lightly_played","0.19"
"c2cad902-ffd2-4bab-b114-b4b6df2ac6b3","Colossification","blb","Bloomburrow","392","rare","normal","1","Draft Pickups","lightly_played","0.55"
"fd204832-5f3b-4213-9c06-b89a296a9d47","Benalish Hero","4ed","Fourth Edition","7","common","normal","1","Alpha Collection","lightly_played","0.17"
"01ca9568-06b6-4c57-b1f6-8a74ec2a2b91","Break the Ice","mh2","Modern Horizons 2","77","uncommon","normal","1","Modern Staples","lightly_played","0.27"
"6bccf9a0-8d93-4b5e-ada0-1f19f260e5a8","Ball Lightning","4ed","Fourth Edition","176","rare","normal","1","Alpha Collection","moderately_played","7.31"
"4a5cab75-546c-4760-97b7-4591de9e6662","Charitable Levy","mh3","Modern Horizons 3","21","uncommon","foil","1","Modern Staples","near_mint","0.14"
"942d9122-f380-4bc0-8bf1-2ba6f49fd3ee","A-Lantern Bearer // A-Lanterns' Lift","vow","Innistrad: Crimson Vow","A-66","common","normal","1","Draft Pickups","near_mint",""
"9068b3a4-9130-42d8-a26b-52010b7daa8b","Consuming Corruption","mh3","Modern Horizons 3","84","uncommon","normal","1","Modern Staples","near_mint","0.25"
"5b616963-fac0-451c-8df4-2cacc9466b17","Balduvian Conjurer","ice","Ice Age","58","uncommon","normal","1","Alpha Collection","lightly_played","0.24"
"18c59776-e1f1-4197-a128-db1d603f56b7","Beseech the Mirror","woe","Wilds of Eldraine","82","mythic","normal","4","Draft Pickups","lightly_played","25.90"
"6dfdea79-2a7c-489d-8466-e6090c2a0919","Acidic Dagger","mir","Mirage","291","rare","normal","1","Alpha Collection","near_mint","0.76"
"73447b86-d5a4-4b62-9a21-84d284c9ae3c","A-Dokuchi Silencer","neo","Kamigawa: Neon Dynasty","A-95","uncommon","normal","1","Draft Pickups","lightly_played",""
"a3da57d0-1ae3-4f05-a52d-eb76ad56cae7","Animar, Soul of Elements","2x2","Double Masters 2022","171","mythic","normal","1","Modern Staples","lightly_played","53.33"
"8f72bfa0-efef-48ce-aff8-d5818ed71ba6","Dawn's Truce","blb","Bloomburrow","9","rare","normal","4","Draft Pickups","near_mint","10.00"
"6b26c05b-f166-40ab-9693-2129b4bf75e9","Ascend from Avernus","clb","Commander Legends: Battle for Baldur's Gate","5","rare","normal","4","Modern Staples","near_mint","1.93"
"1016a750-2a18-4443-a600-957eb4026d3a","Blood Hustler","otj","Outlaws of Thunder Junction","80","uncommon","normal","1","Draft Pickups","lightly_played","0.22"
"a3012af9-621d-4fae-b00d-079a89ae35fe","Harvester of Misery","big","The Big Score","9","mythic","normal","1","Modern Staples","lightly_played","4.55"
"d7149359-bb3f-413c-b21d-e4cd88618e56","Abstruse Appropriation","mh3","Modern Horizons 3","177","rare","normal","1","Modern Staples","lightly_played","0.36"
"31506792-d0ab-4c13-9ab8-6fa433220dbf","Blacksmith's Skill","mh2","Modern Horizons 2","6","common","normal","3","Modern Staples","near_mint","0.34"
"c184406c-b22c-4b9b-9d3a-3e7b17efd8a0","Barbarian Ring","mh3","Modern Horizons 3","299","uncommon","normal","1","Modern Staples","near_mint","0.29"
"10b9a9f6-5be5-47aa-8e2f-576d06c5abb9","Brainstone","mh2","Modern Horizons 2","223","uncommon","normal","1","Modern Staples","lightly_played","0.24"
"19422406-0c1a-497e-bed1-708bc556491a","Daring Waverider","blb","Bloomburrow","44","uncommon","normal","1","Draft Pickups","near_mint","0.21"
"318b8c5d-9fb0-488f-9b32-c2e29d1f1dbb","Cactusfolk Sureshot","otj","Outlaws of Thunder Junction","199","uncommon","normal","1","Draft Pickups","near_mint","0.32"
"315cbbf7-a2ad-4565-9877-1e903d7fd797","Decadent Dragon // Expensive Taste","woe","Wilds of Eldraine","223","rare","normal","1","Draft Pickups","near_mint","1.63"
"0794bc35-a8e1-4268-87b2-af5483ca6e5e","Armageddon","4ed","Fourth Edition","5","rare","normal","2","Alpha Collection","lightly_played","18.45"
"58a3c112-f0c1-4d30-8df6-63fc01356a4f","Albino Troll","usg","Urza's Saga","231","uncommon","normal","1","Alpha Collection","near_mint","0.30"
"67da5ad8-4de2-4bd4-8b95-f2657e1fdee5","Barrow Naughty","woe","Wilds of Eldraine","81","common","normal","1","Draft Pickups","near_mint","0.04"
"fddc6f47-202d-4764-abc1-ee453a8917c2","Charging Hooligan","woe","Wilds of Eldraine","318","uncommon","normal","2","Draft Pickups","lightly_played","0.07"
"6a93c43b-0604-47fa-ae4e-4f72d342acf9","A-Circuit Mender","neo","Kamigawa: Neon Dynasty","A-242","uncommon","normal","2","Draft Pickups","lightly_played",""
"0e814e48-cd9d-428f-90e2-74d97cb9c8f1","Fear of Falling","dsk","Duskmourn: House of Horror","56","uncommon","normal","1","Draft Pickups","lightly_played","0.06"
"db38babd-57e8-4e59-9701-11a0682baa77","Bloodthorn Flail","lci","The Lost Caverns of Ixalan","93","uncommon","normal","1","Draft Pickups","near_mint","0.19"
"a782fbd4-36fe-4da7-a73f-20d533de8960","Arachnus Spinner","2x2","Double Masters 2022","135","uncommon","normal","1","Modern Staples","lightly_played","0.26"
"b0260e1f-ff6a-4ef3-bef7-8c77f8413500","Acolyte of Bahamut","clb","Commander Legends: Battle for Baldur's Gate","212","uncommon","foil","2","Modern Staples","lightly_played","0.29"
"4df71162-7e8f-47c5-aff4-59d82d8c674d","Ambuscade","2x2","Double Masters 2022","133","common","normal","2","Modern Staples","lightly_played","0.05"
"56d000d8-24e1-4cf3-bed9-e68a89c8f569","Blistering Barrier","mir","Mirage","159","common","normal","1","Alpha Collection","lightly_played","0.12"
"a81f7a0f-183f-438b-b252-738d8d30c245","Black Mana Battery","4ed","Fourth Edition","298","rare","normal","1","Alpha Collection","moderately_played","0.58"
"412ceddd-2b9a-4551-a6bf-ae2830a2010a","Bayou","lea","Limited Edition Alpha","278","rare","normal","4","Alpha Collection","near_mint",""
"d99a9a7d-d9ca-4c11-80ab-e39d5943a315","Asmoranomardicadaistinaculdacar","mh2","Modern Horizons 2","186","rare","normal","1","Modern Staples","near_mint","0.25"
"19775c18-4cc0-49d3-86e4-0841768cbf4d","Bringer of the Last Gift","lci","The Lost Caverns of Ixalan","94","rare","normal","1","Draft Pickups","near_mint","0.39"
"27de9b02-1810-41ee-aa90-5d89b6e1bf87","Amrou Kithkin","4ed","Fourth Edition","2","common","normal","1","Alpha Collection","lightly_played","0.15"
"ca65ee0f-fdd7-4a5e-a4a3-5dd9c62096ab","Anoint","tmp","Tempest","3","common","normal","3","Alpha Collection","moderately_played","0.07"
"831506ea-017a-40ff-91c1-ff2d70dc0013","Dreadmobile","mh3","Modern Horizons 3","87","uncommon","normal","1","Modern Staples","moderately_played","0.16"
"1ee98955-4c47-4d45-9377-608dfa755337","Bone Shards","mh2","Modern Horizons 2","76","common","normal","2","Modern Staples","near_mint","0.22"
"bfedc78e-47dc-43e3-aed7-2d5c8e97fdac","Booby Trap","tmp","Tempest","277","rare","normal","1","Alpha Collection","near_mint","0.73"
"d8089e7f-7619-43fe-8e0b-31ce5d988a1b","Chainer, Nightmare Adept","mh2","Modern Horizons 2","289","rare","normal","1","Modern Staples","near_mint","0.89"
"d2705b43-a94a-44c0-8740-82e0b296820c","Abhorrent Oculus","dsk","Duskmourn: House of Horror","42","mythic","normal","2","Draft Pickups","moderately_played","11.29"
"9d816f98-6cb6-432c-b0a4-a0eed21658ac","Armadillo Cloak","inv","Invasion","229","common","normal","1","Alpha Collection","near_mint","0.99"
"99009400-ffa4-40af-8305-78295ae605ac","Acolyte of Aclazotz","lci","The Lost Caverns of Ixalan","89","common","normal","1","Draft Pickups","near_mint","0.26"
"5a89ba1b-e68b-4d70-a25e-27be9bf48a3b","Blood Pet","tmp","Tempest","109","common","normal","1","Alpha Collection","near_mint","0.93"
"20d9eb9f-2fcc-49f0-99c1-bad748239466","Another Chance","lci","The Lost Caverns of Ixalan","90","common","normal","1","Draft Pickups","near_mint","0.23"
"8d4af7c3-a70d-4f71-b27d-b268c4a0f81e","Annie Flash, the Veteran","otj","Outlaws of Thunder Junction","190","mythic","normal","1","Draft Pickups","near_mint","0.27"
"5a5984d3-1e76-4d97-9373-b59cfa9c38ae","Agent of the Iron Throne","clb","Commander Legends: Battle for Baldur's Gate","107","uncommon","normal","1","Modern Staples","moderately_played","0.33"
"3f5acc0d-33a6-476f-95ca-a1ad788334dd","Beluna Grandsquall // Seek Thrills","woe","Wilds of Eldraine","220","mythic","normal","1","Draft Pickups","near_mint","0.39"
"c275aba7-cac6-48e8-b12c-6bd77a5c38fe","Armor Sliver","tmp","Tempest","4","uncommon","normal","1","Alpha Collection","lightly_played","0.33"
"c8ccb5d0-735b-443f-addd-8b70f5f2c60d","Ancient Kavu","inv","Invasion","136","common","normal","1","Alpha Collection","near_mint","0.10"
"b76a46a1-a63e-460a-98c5-699dd1c827aa","Armored Kincaller","lci","The Lost Caverns of Ixalan","174","common","normal","1","Draft Pickups","near_mint","0.12"
"6f9ea46a-411f-40ce-a873-a905180093f4","Balance","lea","Limited Edition Alpha","3","rare","normal","2","Alpha Collection","near_mint",""
"e72a38b9-29aa-4804-ab27-4c40321f0bc3","Daggermaw Megalodon","dsk","Duskmourn: House of Horror","48","common","foil","1","Draft Pickups","near_mint","0.12"
"c936ebbd-512a-49a6-ab23-16ac34b4a3a9","Chef's Kiss","mh2","Modern Horizons 2","120","rare","foil","1","Modern Staples","lightly_played","0.44"
"b87683f7-8a61-4e4a-8b8b-3bf812454096","Bolrac-Clan Basher","mkm","Murders at Karlov Manor","112","uncommon","normal","1","Draft Pickups","moderately_played","0.04"
"16a9a596-61de-4fcf-aae0-41836c3deca5","Case of the Ransacked Lab","mkm","Murders at Karlov Manor","45","rare","normal","2","Draft Pickups","near_mint","0.70"
"6768daa5-41b0-49e1-b71a-63f733b4dc3d","Cursed Mirror","mh3","Modern Horizons 3","279","rare","normal","3","Modern Staples","near_mint","0.79"
"5b6ddce7-b9c5-431d-a0b0-46d4aa93cbcb","Armageddon","lea","Limited Edition Alpha","2","rare","normal","1","Alpha Collection","near_mint",""
"485dc8d8-9e44-4a0f-9ff6-fa448e232290","Bandit's Talent","blb","Bloomburrow","83","uncommon","foil","1","Draft Pickups","near_mint","0.38"
"7906b1e8-3049-4f4e-b1fd-b2547e7079f0","Bant Charm","2x2","Double Masters 2022","181","uncommon","normal","1","Modern Staples","near_mint","0.27"
"27534c8a-cb71-43bc-b706-80a525396222","Corrupted Shapeshifter","mh3","Modern Horizons 3","56","common","normal","2","Modern Staples","near_mint","0.23"
"421395b1-2694-42fd-bb90-0007e78adefc","Ancient Gold Dragon","clb","Commander Legends: Battle for Baldur's Gate","3","mythic","normal","1","Modern Staples","moderately_played","43.84"
"2b80feb8-5cc8-4e91-ac22-a733305a67de","Blood Spatter Analysis","mkm","Murders at Karlov Manor","189","rare","foil","1","Draft Pickups","lightly_played","0.12"
"290f4b4f-4f48-4031-b62a-91a0d6716ddd","Bag of Holding","clb","Commander Legends: Battle for Baldur's Gate","299","uncommon","foil","1","Modern Staples","near_mint","0.15"
"6f6f9d3d-600d-43f3-a915-612e5d53aaa1","Crystal Grotto","woe","Wilds of Eldraine","254","common","normal","2","Draft Pickups","moderately_played","0.30"
"fb71aebf-f5d3-45ee-91a4-51088f7141ec","Ash Barrens","clb","Commander Legends: Battle for Baldur's Gate","880","uncommon","normal","3","Modern Staples","lightly_played","0.30"
"0de60cf7-fa82-4b6f-9f88-6590fba5c863","Bushy Bodyguard","blb","Bloomburrow","166","uncommon","normal","1","Draft Pickups","lightly_played","0.27"
"dfd977dc-a7c3-4d0a-aca7-b25bd154e963","Cache Grab","blb","Bloomburrow","167","common","normal","1","Draft Pickups","near_mint","0.19"
"e09e9b65-ff0e-4efe-b96a-ede69c96e2ea","Carth the Lion","mh2","Modern Horizons 2","189","rare","normal","1","Modern Staples","lightly_played","0.29"
"5c9ad04d-c4d4-4d06-93bb-a881be733717","Conduit Goblin","mh3","Modern Horizons 3","179","common","normal","1","Modern Staples","near_mint","0.14"
"fccbbc47-99c6-4ba9-95c2-992d5d2a67b2","Armor of Faith","ice","Ice Age","4","common","normal","1","Alpha Collection","moderately_played","0.12"
"e0b3a98f-2b3c-438b-b78c-eef8d917f68e","Altar of the Goyf","mh2","Modern Horizons 2","220","uncommon","foil","1","Modern Staples","near_mint","0.17"
"8c628476-0987-47d4-8d2a-cfc3977b2357","Break Out","mkm","Murders at Karlov Manor","190","uncommon","normal","1","Draft Pickups","near_mint","0.20"
"56058359-3c0b-49db-a0ce-9ded4c3f4372","Badlands","3ed","Revised Edition","282","rare","normal","4","Alpha Collection","near_mint","531.53"
"540ba70a-bea8-4512-83ba-92dab6d25b52","Bearer of Memory","neo","Kamigawa: Neon Dynasty","174","common","normal","1","Draft Pickups","near_mint","0.07"
"42e7cf40-c136-4fcb-a947-558b713b39f6","Aladdin's Lamp","4ed","Fourth Edition","291","rare","normal","1","Alpha Collection","lightly_played","1.28"
"852d7a68-8682-4073-a44b-f10f5613879c","Birds of Paradise","leb","Limited Edition Beta","187","rare","normal","1","Alpha Collection","moderately_played",""
"f7c3cf39-c49f-4055-87e6-c82a224b273c","A-Gutter Skulker // A-Gutter Shortcut","vow","Innistrad: Crimson Vow","A-62","uncommon","normal","1","Draft Pickups","near_mint",""
"63e06cd7-9f00-4343-86c2-9f74945193c2","Benalish Hero","3ed","Revised Edition","4","common","normal","1","Alpha Collection","lightly_played","0.15"
"f7d54ec2-a458-4e13-97b8-be99b7338548","Combine Chrysalis","mh2","Modern Horizons 2","191","uncommon","normal","1","Modern Staples","lightly_played","0.38"
"cc93bcb8-778d-491e-877b-e6ad432764cb","Cynical Loner","dsk","Duskmourn: House of Horror","89","uncommon","normal","1","Draft Pickups","near_mint","0.30"
"f27f6658-0f00-4934-8d12-cd0dda3958c9","Battle Rampart","mmq","Mercadian Masques","173","common","normal","2","Alpha Collection","lightly_played","0.12"
"9cf393a3-831e-4d3a-8404-ee83f60970aa","Alabaster Wall","mmq","Mercadian Masques","2","common","normal","1","Alpha Collection","near_mint","0.11"
"2a243bd7-af98-4e44-af6e-3b0b71d4837b","Benevolent Unicorn","mir","Mirage","4","common","normal","2","Alpha Collection","moderately_played","0.23"
"a363bc91-8278-448e-9d5c-564e4b51eb62","Abomination","4ed","Fourth Edition","117","uncommon","normal","3","Alpha Collection","near_mint","0.15"
"2e0e27f9-dc2c-4366-b810-3e8d0bdff8c3","Cactarantula","otj","Outlaws of Thunder Junction","158","common","normal","1","Draft Pickups","near_mint","0.07"
"723ec2ef-aa82-449d-88b0-405d06454fc2","Break Ties","mh2","Modern Horizons 2","8","common","normal","2","Modern Staples","near_mint","0.13"
"c468b523-84fc-4657-adef-acc1eec6ef2e","As Foretold","2x2","Double Masters 2022","38","mythic","normal","2","Modern Staples","near_mint","1.37"
"49a4b0c9-a35b-4b55-ab27-7246bbca0d16","Chance Encounter","mh2","Modern Horizons 2","277","rare","normal","2","Modern Staples","near_mint","0.27"
"4404fc9c-ef02-479c-9638-0cc163f0b48f","Blazing Rootwalla","mh2","Modern Horizons 2","115","uncommon","normal","2","Modern Staples","near_mint","0.33"
"1c671eab-d1ef-4d79-94eb-8b85f0d18699","Finch Formation","blb","Bloomburrow","50","common","normal","2","Draft Pickups","lightly_played","0.03"
"5f0affd5-5dcd-4dd1-a694-37a9aedf4084","Bumbleflower's Sharepot","blb","Bloomburrow","244","common","normal","2","Draft Pickups","near_mint","0.20"
"b8852e36-204c-4b3a-a4f8-33a98548fa7b","Birds of Paradise","4ed","Fourth Edition","234","rare","normal","1","Alpha Collection","lightly_played","14.92"
"6441abd3-320b-424a-9753-61e3581fe1a9","Byrke, Long Ear of the Law","blb","Bloomburrow","380","mythic","foil","1","Draft Pickups","near_mint",""
"c911a759-ed7b-452b-88a3-663478357610","Corpseberry Cultivator","blb","Bloomburrow","210","common","normal","1","Draft Pickups","near_mint","0.12"
"96f15754-1ca6-45b0-a7de-2fe507df2a1a","Akki Ronin","neo","Kamigawa: Neon Dynasty","131","common","normal","1","Draft Pickups","lightly_played","0.26"
"10986e5a-9fc6-41e2-8352-289328245171","Clockwork Percussionist","dsk","Duskmourn: House of Horror","130","common","normal","2","Draft Pickups","near_mint","0.17"
"820c2932-2e23-4f67-92d0-a630aec6f1b4","Cryptid Inspector","dsk","Duskmourn: House of Horror","174","common","normal","2","Draft Pickups","lightly_played","0.02"
"63d0b5f0-ed45-4b30-9c24-1c12011e3513","Bone Shredder","mh2","Modern Horizons 2","272","uncommon","normal","2","Modern Staples","moderately_played","0.11"
"014bf3c6-e46f-48f8-902f-82deeba260b2","Assimilation Aegis","otj","Outlaws of Thunder Junction","192","mythic","normal","1","Draft Pickups","lightly_played","0.37"
"0c81ade7-0074-4447-ba2c-b16fa0f09ccb","Arc Lightning","usg","Urza's Saga","174","common","normal","2","Alpha Collection","near_mint","0.24"
"9220c8fa-6ef7-4bc1-acb9-fc54cc43e498","Fear of Immobility","dsk","Duskmourn: House of Horror","10","common","normal","1","Draft Pickups","near_mint","0.08"
"c0f1a736-8b12-4f58-a031-bf1733f65c51","Branching Evolution","mh3","Modern Horizons 3","285","rare","normal","2","Modern Staples","lightly_played","4.78"
"0929a1bd-e35c-4ca5-8c8c-dd304cf4b830","Case of the Locked Hothouse","mkm","Murders at Karlov Manor","155","rare","normal","1","Draft Pickups","moderately_played","2.89"
"f0621b32-95c5-4f70-96cf-d46d20efc85d","Balemurk Leech","dsk","Duskmourn: House of Horror","84","common","normal","1","Draft Pickups","near_mint","0.19"
"b8c30ffb-b4f5-40b0-87b8-800a42bded2b","Automated Artificer","neo","Kamigawa: Neon Dynasty","239","common","normal","1","Draft Pickups","lightly_played","0.17"
"bc95af55-d1dd-4fe6-adb0-3ad6db20d986","Consign to Memory","mh3","Modern Horizons 3","54","uncommon","normal","1","Modern Staples","moderately_played","3.25"
"dafea45d-be00-428d-a127-70e6a14efe3f","Arms Dealer","mmq","Mercadian Masques","172","uncommon","normal","1","Alpha Collection","moderately_played","0.50"
"3a2fd0c4-509e-49c2-ad57-f772efcbc207","Caught in the Crossfire","otj","Outlaws of Thunder Junction","117","uncommon","normal","1","Draft Pickups","lightly_played","0.17"
"d4cf468f-4e9d-4551-a0ed-10bd6a2316ad","Aven Mindcensor","clb","Commander Legends: Battle for Baldur's Gate","688","uncommon","normal","1","Modern Staples","lightly_played","0.95"
"4dd4f872-1af1-4bb7-81e7-409861c45b20","A-Mischievous Catgeist // A-Catlike Curiosity","vow","Innistrad: Crimson Vow","A-69","uncommon","normal","1","Draft Pickups","near_mint",""
"9c9b8fbe-8a5e-4b62-b53f-9ead8147bbbb","Cult Healer","dsk","Duskmourn: House of Horror","2","common","normal","1","Draft Pickups","near_mint","0.05"
"044b2bfc-a5cc-4505-831d-5e1e3a6fdb3c","Advanced Stitchwing","2x2","Double Masters 2022","36","common","normal","1","Modern Staples","lightly_played","0.10"
"d13a247c-c941-488a-b13b-bffb1f1f368a","Cursed Recording","dsk","Duskmourn: House of Horror","131","rare","normal","3","Draft Pickups","moderately_played","0.17"
"5dde91a9-7d2d-4a7b-861a-3d1c16ec79d9","Cursed Totem","mh2","Modern Horizons 2","295","rare","normal","1","Modern Staples","near_mint","1.22"
"b620a9f4-358d-4436-85b8-b0c16602ff57","Binding Agony","mir","Mirage","106","common","normal","1","Alpha Collection","lightly_played","0.15"
"37bd2e21-b292-4c86-bd01-010d4a1af7b2","Altar of Bhaal // Bone Offering","clb","Commander Legends: Battle for Baldur's Gate","109","rare","foil","1","Modern Staples","moderately_played","0.35"
"4bb318fa-481d-40a7-978e-f01b49101ae0","Blacksmith's Talent","blb","Bloomburrow","125","uncommon","normal","2","Draft Pickups","near_mint","0.25"
"57adbd6e-88ec-4472-a9c9-90b679fa881f","Amethyst Dragon // Explosive Crystal","clb","Commander Legends: Battle for Baldur's Gate","160","uncommon","normal","1","Modern Staples","near_mint","0.27"
"7faf5812-2067-4386-bb83-150723d67d02","Drownyard Lurker","mh3","Modern Horizons 3","3","common","normal","1","Modern Staples","near_mint","0.18"
"e1efb0d3-2c72-46ff-bdc1-1069967365a0","Cabal Coffers","mh2","Modern Horizons 2","301","mythic","normal","4","Modern Staples","lightly_played","34.01"
"90500e7a-f76d-453a-bda0-d56d3f7c7534","Atalya, Samite Master","inv","Invasion","4","rare","foil","1","Alpha Collection","lightly_played","1.46"
"9d76a30c-0431-4334-892a-9822dda9671a","Enduring Vitality","dsk","Duskmourn: House of Horror","176","rare","normal","1","Draft Pickups","near_mint","8.53"
"aadf5028-8dfe-40d3-89b4-22bd7ed0aae6","Breeches, Eager Pillager","lci","The Lost Caverns of Ixalan","137","rare","foil","2","Draft Pickups","near_mint","0.55"
"4889c58b-8b84-42af-a56c-e886655aa997","Bloodvial Purveyor","vow","Innistrad: Crimson Vow","98","rare","normal","2","Draft Pickups","lightly_played","0.27"
